Sl. No.	Chen	Gierahn	Grun	Islam	Klein	Savas	Soumillon2	Tung	Soumillon1	Zigenhein	Soumillon3
1726	ENSG00000255389	RP11-286E11.1	Stk10	Perp	Angpt4	ENSG00000087086	GINS4	ENSG00000180739	IGFBP7	ENSMUSG00000032279	SDC1
1727	ENSG00000107554	RP11-29H23.4	Zbtb2	Cdkn3	Krtap9-5	ENSG00000137364	DGKB	ENSG00000161860	SART3	ENSMUSG00000049154	SPAG5
1728	ENSG00000173210	RP11-428J1.5	Dtx3	Gmds	Napsa	ENSG00000223478	INADL	ENSG00000003400	SNX4	ENSMUSG00000028702	SPIN2B
1729	ENSG00000160963	RP4-535B20.1	Vmn1r65	Inf2	Prl2b1	ENSG00000110077	LINC00921	ENSG00000100024	LRRC28	ENSMUSG00000082961	SPOCD1
1730	ENSG00000129170	RP4-758J24.5	Guf1	Zfhx3	Sun5	ENSG00000141959	UHRF1BP1L	ENSG00000127377	PCDHB11	ENSMUSG00000032436	TAP2
1731	ENSG00000225075	SLC16A5	Lipe	Arf2	Hnf1b	ENSG00000168159	PNMA2	ENSG00000213221	POTEF	ENSMUSG00000083651	TFEB
1732	ENSG00000272308	SLC43A2	Nat2	Tnfsf15	Lingo3	ENSG00000099840	F2RL2	ENSG00000185737	LINC00704	ENSMUSG00000047221	TIGD5
1733	ENSG00000172260	SQRDL	Nfe2l3	Det1	Prrt4	ENSG00000102575	LINC00673	ENSG00000091536	XYLT2	ENSMUSG00000066150	VPS13A
1734	ENSG00000178075	TAB3	Rhox2b	Asb7	Gm10474	ENSG00000074800	LRP2	ENSG00000075461	SLC25A18	ENSMUSG00000024231	VPS18
1735	ENSG00000164188	TDRD12	Ticam1	Irgq	4930435E12Rik	ENSG00000056558	LOC100129935	ENSG00000256043	COX5A	ENSMUSG00000026490	ZNF174
1736	ENSG00000064692	THBS4	Tnfsf15	Meis2	4930596D02Rik	ENSG00000232629	SULT1C2	ENSG00000171786	C16orf54	ENSMUSG00000022019	ZNF98
1737	ENSG00000113211	THSD4	Gtf3c6	Fez1	Gm15350	ENSG00000226979	OR2A9P	ENSG00000182264	CSNK1G3	ENSMUSG00000028186	ZUFSP
1738	ENSG00000055163	TRAF1	Cplx2	Igf1r	Hrh4	ENSG00000105835	ZFAND4	ENSG00000175766	PIK3C3	ENSMUSG00000043140	PCDH11X
1739	ENSG00000227071	TTC39B	Dusp12	Cytsb	Itih3	ENSG00000115137	KIAA0513	ENSG00000171388	SH3RF3	ENSMUSG00000039461	LINC00904
1740	ENSG00000169583	UGT3A2	Bcl2l14	Eid1	Mir547	ENSG00000115355	NLRP3	ENSG00000123977	ST7	ENSMUSG00000029708	ZNF835
1741	ENSG00000259577	ZDHHC23	Rfx5	Tmem86a	Mir6393	ENSG00000114745	SGSM1	ENSG00000196358	USP29	ENSMUSG00000022828	CLEC4C
1742	ENSG00000157890	ZGLP1	Mlycd	3110002H16Rik	Olfr1132	ENSG00000068001	PART1	ENSG00000114646	ACD	ENSMUSG00000002326	IPO8
1743	ENSG00000169594	ZNF284	Kif3a	Commd7	Olfr168	ENSG00000168237	PRMT3	ENSG00000123739	FAT4	ENSMUSG00000036923	CDO1
1744	ENSG00000267278	GALNT18	Stmn3	Sall4	Olfr437	ENSG00000114631	VEPH1	ENSG00000176994	LINC00673	ENSMUSG00000005131	MMP14
1745	ENSG00000167889	SLC25A15	Gm11944	St5	Olfr836	ENSG00000145012	MSS51	ENSG00000141161	RHBDD3	ENSMUSG00000055862	ZFP91
1746	ENSG00000278107	CDON	E2f2	Trit1	Ptger2	ENSG00000196782	MTHFR	ENSG00000101210	NAPG	ENSMUSG00000061898	RASSF6
1747	ENSG00000239887	SLC25A23	Tmem14a	Vamp5	Vmn1r170	ENSG00000135525	CXADR	ENSG00000085491	LIX1	ENSMUSG00000021185	ROCK1P1
1748	ENSG00000240875	COPG2	Gm15645	Vmac	Wipf1	ENSG00000232006	KLHL23	ENSG00000183778	M1AP	ENSMUSG00000042558	FLJ30838
1749	ENSG00000267072	PARD6G	Pcsk5	Pank1	4933403O08Rik	ENSG00000104695	MMRN2	ENSG00000134962	LSM4	ENSMUSG00000035378	LOC389641
1750	ENSG00000175175	PPP1R21	Slc29a4	Tdgf1	Pcdhb3	ENSG00000029534	RDH5	ENSG00000196159	RAB3GAP1	ENSMUSG00000081233	RASA1
1751	ENSG00000179859	PNPLA2	Trim52	Sil1	A230001M10Rik	ENSG00000178814	CCDC113	ENSG00000026297	MVB12B	ENSMUSG00000041633	LANCL2
1752	ENSG00000254790	CHST10	Ninl	Mlst8	Syt4	ENSG00000180539	ZNRF3-AS1	ENSG00000091592	PC	ENSMUSG00000032258	PGM2
1753	ENSG00000123453	RP5-827C21.4	Mospd3	Zfp282	7420701I03Rik	ENSG00000149798	FBXO6	ENSG00000166938	UNC119	ENSMUSG00000037007	BNC2
1754	ENSG00000272579	ZNF133	Ffar2	Creb3	Vmn1r53	ENSG00000110777	VPS37A	ENSG00000156042	FARS2	ENSMUSG00000046500	DIO2-AS1
1755	ENSG00000204442	ZNF282	Tsc22d1	Tmem181b-ps	1700055C04Rik	ENSG00000255537	CHEK2	ENSG00000267909	MED23	ENSMUSG00000017314	KCNIP2
1756	ENSG00000173890	CNN2	Capn12	Pcdh19	Abca15	ENSG00000119927	ERN2	ENSG00000124019	MIER3	ENSMUSG00000021461	LINC00482
1757	ENSG00000259380	AC068282.3	Gm20594	Ppap2c	Gm17365	ENSG00000182107	TMPRSS3	ENSG00000146038	ZNF736	ENSMUSG00000044636	SAMD7
1758	ENSG00000224167	ADAMTS3	Acyp1	Thra	Ltbp3	ENSG00000185100	CEACAM22P	ENSG00000196748	POLR3D	ENSMUSG00000091474	USP24
1759	ENSG00000109705	AL592183.1	Efcab4a	Pld3	Olfr968	ENSG00000166411	ZNF667	ENSG00000111816	FAM138C	ENSMUSG00000023572	PPAT
1760	ENSG00000095203	PRR16	Trappc12	Spon2	Smim24	ENSG00000260136	MYLK3	ENSG00000213865	TMEM14A	ENSMUSG00000027428	CALHM1
1761	ENSG00000225129	SLC16A14	Adcy1	Lxn	Cdh22	ENSG00000215041	ZNF829	ENSG00000214597	STEAP3	ENSMUSG00000090007	CXorf21
1762	ENSG00000150556	STARD9	C920006O11Rik	Tns1	4930556C24Rik	ENSG00000006695	PDCD4-AS1	ENSG00000156253	AKIRIN2	ENSMUSG00000072576	ELF5
1763	ENSG00000225708	DGCR6	Coro2a	Aven	Olfr1043	ENSG00000126368	C14orf182	ENSG00000148357	CFL1P1	ENSMUSG00000052298	ANKRD20A19P
1764	ENSG00000259458	HOXC11	Ero1lb	Optn	Tmem233	ENSG00000278834	NUDT12	ENSG00000111911	LOC153910	ENSMUSG00000074227	ADRA1A
1765	ENSG00000188613	FBXO33	Fbxo4	Ap3m2	Fbxo24	ENSG00000132205	FAM110C	ENSG00000169857	ITFG3	ENSMUSG00000027610	SELO
1766	ENSG00000119042	TMEM25	Foxa3	Mpdz	Ankrd55	ENSG00000230510	ADAMTS17	ENSG00000186480	HAUS2	ENSMUSG00000003662	FLJ46361
1767	ENSG00000215704	ABHD8	Hist1h2bm	Grlf1	Gm20743	ENSG00000112118	RSAD2	ENSG00000139192	CLDND1	ENSMUSG00000082241	LANCL1
1768	ENSG00000188931	ASPHD1	Hsd17b1	Cdc42bpa	Gprin1	ENSG00000114541	CRTAM	ENSG00000164946	CLN3	ENSMUSG00000027669	ATP1A2
1769	ENSG00000198756	EFCAB2	Lat	Ing1	Muc1	ENSG00000119977	C1QTNF3	ENSG00000185880	FAM114A2	ENSMUSG00000038212	FLJ30679
1770	ENSG00000185155	FIG4	Lysmd1	Rarres1	Gm1661	ENSG00000108106	C18orf54	ENSG00000126460	FAM86B2	ENSMUSG00000030708	TRAPPC6A
1771	ENSG00000283031	HCN3	Mir5117	Cbx4	1700061G19Rik	ENSG00000149636	OR2A20P	ENSG00000162783	HPS6	ENSMUSG00000064037	ACTC1
1772	ENSG00000188687	KLHL26	Pabpc4l	Cxxc1	Ankrd23	ENSG00000113368	PAPPA2	ENSG00000109927	PRKCSH	ENSMUSG00000035000	AAED1
1773	ENSG00000158050	LINC00910	Plce1	Unc5b	Gm11213	ENSG00000180198	TANGO6	ENSG00000152315	RFX2	ENSMUSG00000040693	EIF4ENIF1
1774	ENSG00000229321	MED25	Ppargc1a	Aph1b	Gm3143	ENSG00000168556	SCARF1	ENSG00000215252	UBTF	ENSMUSG00000057156	FAM160B1
1775	ENSG00000237126	RP11-354P11.4	Supt20	Itga5	Lce1h	ENSG00000185088	LOC100287225	ENSG00000105679	SGPL1	ENSMUSG00000008373	FAM225A
1776	ENSG00000124839	SYNGAP1	Syngr3	Edn1	Lcp2	ENSG00000019582	HTR7P1	ENSG00000186235	FOXP2	ENSMUSG00000021532	GTF3C4
1777	ENSG00000164061	LDOC1	Syt3	E330033B04Rik	Lgr6	ENSG00000153814	PRELP	ENSG00000100288	LOC284578	ENSMUSG00000039201	TM4SF20
1778	ENSG00000250131	ATP8A1	Tmem80	Zfp523	Olfr1080	ENSG00000152229	RBMY2FP	ENSG00000131069	COL12A1	ENSMUSG00000058192	RAB11FIP5
1779	ENSG00000176928	GLRB	Tmem39b	Cited2	Olfr1325	ENSG00000167323	HDGFRP3	ENSG00000114670	TCEB3	ENSMUSG00000020087	ASB16
1780	ENSG00000272265	JOSD2	Ppp1r14b	Tpcn1	Olfr1340	ENSG00000196465	STAC2	ENSG00000107872	EFHC1	ENSMUSG00000024731	FAM102A
1781	ENSG00000186367	TMEM53	Herpud1	Osbpl8	Trim17	ENSG00000106399	PRR23A	ENSG00000189334	SRPRB	ENSMUSG00000061950	LAIR1
1782	ENSG00000246323	CCDC101	Ccdc126	Lama1	Zdhhc25	ENSG00000176619	FAM122C	ENSG00000152192	OSBPL1A	ENSMUSG00000081130	LINC00958
1783	ENSG00000226272	PGAP3	Trafd1	Gypc	Htr5b	ENSG00000100997	LOC100287177	ENSG00000183091	DCXR	ENSMUSG00000003208	SLC34A2
1784	ENSG00000183876	RP11-849F2.7	Whrn	Tmem135	Prl8a1	ENSG00000183386	PLD6	ENSG00000185052	FUCA2	ENSMUSG00000050671	ZDHHC15
1785	ENSG00000249035	CIRH1A	Zfp300	Htra1	Mgat5	ENSG00000173559	CYP2B7P1	ENSG00000148175	A1CF	ENSMUSG00000052369	TTN
1786	ENSG00000010704	MIIP	Tesk2	Mast2	Snx29	ENSG00000171161	LINC00330	ENSG00000103269	ZFPL1	ENSMUSG00000054753	C1orf229
1787	ENSG00000204428	TCF20	Jak1	Aldh1l2	Ccnb3	ENSG00000167604	ALG1L9P	ENSG00000129654	HEATR3	ENSMUSG00000019878	DPPA4
1788	ENSG00000157343	TRIM45	Ccnd3	Phf7	4930593A02Rik	ENSG00000116161	THADA	ENSG00000089116	A2M-AS1	ENSMUSG00000057265	SRRM2-AS1
1789	ENSG00000112246	USP20	Cdc37l1	Usp5	Iyd	ENSG00000197081	OR7D2	ENSG00000187134	ALDOC	ENSMUSG00000071856	FOXP4
1790	ENSG00000231760	AP4B1	Sec11c	Zfp629	Sectm1b	ENSG00000173848	EXT1	ENSG00000198001	LINC00597	ENSMUSG00000042694	SLC6A4
1791	ENSG00000130368	FOXA1	AW209491	Mylip	Slc9a3	ENSG00000166225	ZNF354B	ENSG00000143153	MFSD8	ENSMUSG00000034391	SCAMP4
1792	ENSG00000183742	IFI44L	Dusp27	r_L1MEe	Dnah17	ENSG00000110074	PDZD7	ENSG00000135744	GDNF	ENSMUSG00000060450	CCL22
1793	ENSG00000185055	BCL11B	Setd7	Lrrc41	4930428G15Rik	ENSG00000167747	SLC6A20	ENSG00000242252	GPR111	ENSMUSG00000062901	FAM8A1
1794	ENSG00000106538	BTBD9	Apod	Lrrfip1	Olfr19	ENSG00000186792	ACOT11	ENSG00000143226	CCDC167	ENSMUSG00000020283	HIST1H4K
1795	ENSG00000235802	C11orf65	Dnlz	Atp6ap1	Olfr304	ENSG00000122515	ACSL6	ENSG00000143167	BCL2L13	ENSMUSG00000021177	CDK14
1796	ENSG00000264448	CTD-2006C1.2	Alox5ap	Mbd5	Vmn1r233	ENSG00000188559	AGBL2	ENSG00000198488	GBGT1	ENSMUSG00000060510	CUL4B
1797	ENSG00000122711	EVC	Fzd6	Akna	Ang	ENSG00000106305	CITED1	ENSG00000102524	TPRA1	ENSMUSG00000029524	GLB1L
1798	ENSG00000160401	HAND2	Narf	Asap1	Olfr1426	ENSG00000163872	DKFZP434L187	ENSG00000205334	WWP2	ENSMUSG00000038014	LOC100507462
1799	ENSG00000183134	L3MBTL4	Mettl16	Pdpn	Olfr199	ENSG00000072310	DNAH8	ENSG00000163219	GPATCH2	ENSMUSG00000021057	PPP1R1A
1800	ENSG00000256944	LCN15	Tmem38a	Rnd2	Tgif2lx1	ENSG00000163932	H2BFM	ENSG00000257088	MED1	ENSMUSG00000006720	ADIPOQ-AS1
1801	ENSG00000172350	LINC00265	Ssbp3	Mrvi1	Tnni3	ENSG00000100297	KLHDC7A	ENSG00000160226	SLC27A3	ENSMUSG00000045896	C19orf40
1802	ENSG00000229543	LL22NC03-N27C7.1	Pcnx	Fkbp14	1700123O21Rik	ENSG00000196923	KLRG1	ENSG00000258366	IFT122	ENSMUSG00000031577	DHX9
1803	ENSG00000273450	MACROD2	Cep70	Tex264	Gm10532	ENSG00000260517	LEMD1-AS1	ENSG00000178202	CD47	ENSMUSG00000045193	FBXW11
1804	ENSG00000226009	MOCS1	Ccdc61	Flii	4930405J17Rik	ENSG00000130695	LOC158435	ENSG00000163017	ARHGAP31	ENSMUSG00000002458	MED13L
1805	ENSG00000235245	PCOLCE	Stmn1-rs1	Ctsb	BC080695	ENSG00000249993	LOC643401	ENSG00000100027	HSPA13	ENSMUSG00000078485	PARP2
1806	ENSG00000139629	RNU4ATAC	Dyx1c1	2010320M18Rik	Gm2663	ENSG00000175505	NUPR1L	ENSG00000118557	SNURF	ENSMUSG00000021266	MAGEB10
1807	ENSG00000255655	ROPN1L	Bex2	Chpf	Hsh2d	ENSG00000139173	ODF3B	ENSG00000165816	SRCAP	ENSMUSG00000017307	ATP1B2
1808	ENSG00000139908	RP11-27M24.1	Slc9a8	Ddah1	Mir452	ENSG00000258017	PC	ENSG00000160712	ZNF212	ENSMUSG00000032059	GLDN
1809	ENSG00000259146	RP5-940J5.9	Bnip3	Gpc4	Mir6403	ENSG00000214029	PLEKHA6	ENSG00000101460	SRSF1	ENSMUSG00000079259	LOC285889
1810	ENSG00000165521	SNORD3B-2	Dmc1	Serpine2	Mir669h	ENSG00000133985	SCNN1D	ENSG00000132334	ACSS2	ENSMUSG00000022540	PCDHB11
1811	ENSG00000250007	SNX14	Gm20753	Rnf19a	Mir698	ENSG00000161692	XCR1	ENSG00000164610	SND1-IT1	ENSMUSG00000020628	SLC16A4
1812	ENSG00000279018	TAPT1	Zfp326	Rraga	Olfr749	ENSG00000179981	HMHA1	ENSG00000146425	TMEM40	ENSMUSG00000026707	GOLGA6L6
1813	ENSG00000275236	TRIM21	Traf3ip2	Pcdhga1	Rprl2	ENSG00000234684	RFPL1S	ENSG00000198417	GABBR1	ENSMUSG00000006649	LOC653712
1814	ENSG00000176681	USH1G	Nradd	2810432L12Rik	S100a7a	ENSG00000100285	LZTS1	ENSG00000102195	TCL6	ENSMUSG00000041859	ARHGEF3
1815	ENSG00000251085	ZNF180	Nrxn2	Med17	Tnfsf4	ENSG00000128050	CCNB2	ENSG00000175697	C14orf1	ENSMUSG00000052102	CABIN1
1816	ENSG00000101605	ZNF700	Rnf144b	Myof	Chrdl2	ENSG00000015475	RRP7B	ENSG00000227184	NR2C1	ENSMUSG00000024505	CEP85
1817	ENSG00000226648	ZNF808	Gm11837	Rfng	Gm12718	ENSG00000172575	LOC100506730	ENSG00000170892	STC1	ENSMUSG00000030871	KIAA1549L
1818	ENSG00000130167	TRAPPC2P1	Ostf1	Plagl1	Tmco5	ENSG00000160209	TNRC6C-AS1	ENSG00000074416	ARL6IP1	ENSMUSG00000084960	LOC100287072
1819	ENSG00000276030	UTP20	Smtnl2	Mafk	6030466F02Rik	ENSG00000187325	GCNT2	ENSG00000142327	C1orf63	ENSMUSG00000026497	MICU3
1820	ENSG00000173809	MON1A	Pik3c2b	Slc33a1	Olfr862	ENSG00000125741	LINC00578	ENSG00000160087	DNAJB11	ENSMUSG00000096981	SELRC1
1821	ENSG00000267115	WDR13	Lamtor3	Elovl4	Slc22a30	ENSG00000176623	SSTR2	ENSG00000234949	CORIN	ENSMUSG00000038506	CD96
1822	ENSG00000184571	OGDH	Aga	Ikbkg	Gnat1	ENSG00000007923	FAM212B	ENSG00000126803	ETFDH	ENSMUSG00000026975	RASL11B
1823	ENSG00000274391	TIGD1	Usp13	Pcdhgb6	Sult1d1	ENSG00000163214	SRP14-AS1	ENSG00000184497	TCF20	ENSMUSG00000039164	RAI14
1824	ENSG00000278158	DHRS4L2	Cenpb	Spast	Ankmy1	ENSG00000146416	FBXO48	ENSG00000179344	RASAL2-AS1	ENSMUSG00000021456	C12orf75
1825	ENSG00000160282	PLOD1	Ubash3a	Tspyl4	Cd177	ENSG00000102034	SCAMP4	ENSG00000158286	NDUFA8	ENSMUSG00000039323	TBL1XR1
1826	ENSG00000272375	TMEM218	Eif3j2	Fam55c	Ctxn2	ENSG00000186827	SIDT1	ENSG00000185942	CD248	ENSMUSG00000039047	OLFML2A
1827	ENSG00000149050	BATF3	8430419L09Rik	P4htm	Mfsd6l	ENSG00000197563	DNMBP-AS1	ENSG00000100628	APOO	ENSMUSG00000075470	LOH12CR2
1828	ENSG00000254927	FOXP4	Acsl5	Nfib	Olfr1240	ENSG00000269386	C15orf38	ENSG00000125970	CDC42SE2	ENSMUSG00000022434	EXPH5
1829	ENSG00000166349	HID1	St5	A030009H04Rik	Olfr367-ps	ENSG00000123219	CDCP1	ENSG00000152583	FBXO17	ENSMUSG00000024666	TAF8
1830	ENSG00000120055	OBSCN	Acox3	Ecscr	Olfr455	ENSG00000145882	C6orf123	ENSG00000137871	LOC650368	ENSMUSG00000024260	SLC30A9
1831	ENSG00000274373	ZNF45	Irak4	Rprd1b	Olfr782	ENSG00000117461	ATP1A2	ENSG00000144810	WDR36	ENSMUSG00000007739	IL12RB2
1832	ENSG00000251577	ZNF48	Rusc2	Klf6	4932414J04Rik	ENSG00000115919	LOC400655	ENSG00000187951	ZBTB10	ENSMUSG00000020644	CLOCK
1833	ENSG00000258920	ZNF548	Sh2d4a	Pdk3	Ikzf3	ENSG00000204304	RIPPLY3	ENSG00000048540	ZUFSP	ENSMUSG00000047040	MAPK1
1834	ENSG00000249853	DHX34	Sfrp1	Irf2bp1	Adh1	ENSG00000173681	HYDIN2	ENSG00000184261	ABHD12B	ENSMUSG00000028668	LPL
1835	ENSG00000185418	E4F1	Slc7a3	Plxna2	Nhlh1	ENSG00000155640	HOMER3	ENSG00000099956	CCDC136	ENSMUSG00000097331	PSMD5-AS1
1836	ENSG00000249846	RP11-266L9.5	H13	Tmem188	C1qb	ENSG00000276900	AS3MT	ENSG00000132259	CES1	ENSMUSG00000050592	LOC284379
1837	ENSG00000271781	AC018737.1	T	Zfp185	Mettl7b	ENSG00000187474	EFCAB5	ENSG00000169203	CSRNP3	ENSMUSG00000049872	ATP13A3
1838	ENSG00000245970	TPCN1	Elac2	Tmem184b	Foxi3	ENSG00000067225	MTRNR2L8	ENSG00000167483	CUEDC1	ENSMUSG00000054426	C17orf51
1839	ENSG00000124205	SGK3	2610002M06Rik	Creld2	Snca	ENSG00000119969	C8orf86	ENSG00000162989	EARS2	ENSMUSG00000064264	ESCO1
1840	ENSG00000158258	AMH	4933427D06Rik	Pik3c3	C1qtnf6	ENSG00000162645	LOC285540	ENSG00000081052	FAM230C	ENSMUSG00000027014	TMEM161B
1841	ENSG00000260977	EPDR1	Bpifb5	Scamp1	Cdkl4	ENSG00000170871	LOC400548	ENSG00000089101	LINC00261	ENSMUSG00000003680	EXT1
1842	ENSG00000256222	ACYP2	Cd2	Pcdhga3	Ankrd36	ENSG00000124571	LOH12CR2	ENSG00000164220	LOC100507584	ENSMUSG00000011589	APOF
1843	ENSG00000185332	ANKDD1A	Fam78a	Pla2g4a	1700125G02Rik	ENSG00000156239	CACNG8	ENSG00000197208	LOC284551	ENSMUSG00000034532	RBMY2FP
1844	ENSG00000250479	B3GNT4	Flrt2	Txnrd2	2810471M01Rik	ENSG00000142230	DGCR11	ENSG00000124813	LRRC8C	ENSMUSG00000032415	KIAA1751
1845	ENSG00000005189	BTBD8	Fxyd2	r_(TTAA)n	4933406J10Rik	ENSG00000175938	IRF6	ENSG00000150636	MAGOH2	ENSMUSG00000059552	MIR205HG
1846	ENSG00000188827	C3orf70	Hesx1	Pls3	Defa-ps12	ENSG00000204954	DNAJC22	ENSG00000187123	MIDN	ENSMUSG00000026134	HUWE1
1847	ENSG00000086967	CBWD5	Ly6c2	Pisd-ps2	Fbxw18	ENSG00000222041	FAM9A	ENSG00000049246	MSH5-SAPCD1	ENSMUSG00000022721	BMI1
1848	ENSG00000091428	DNM3	Pcdh19	D4Bwg0951e	Lrrc48	ENSG00000049249	LOC100169752	ENSG00000111674	PIK3CA	ENSMUSG00000022476	CAPG
1849	ENSG00000187288	EMP1	Pcsk1	Col3a1	Mir1b	ENSG00000280670	PRAMEF13	ENSG00000124092	RAB11B	ENSMUSG00000055555	FAM208B
1850	ENSG00000214456	ENO1-AS1	Runx3	Fgf7	Mir6398	ENSG00000151876	CHST6	ENSG00000007541	RIC3	ENSMUSG00000022683	ADH1B
1851	ENSG00000171119	LRRC29	Scml2	Ip6k1	Olfr1437	ENSG00000197037	CDK6	ENSG00000214087	RTEL1-TNFRSF6B	ENSMUSG00000060098	UNC13A
1852	ENSG00000236452	PRKCE	Slc5a3	Serpinh1	Olfr794	ENSG00000102003	C6orf132	ENSG00000104901	SLC25A25	ENSMUSG00000073791	TVP23A
1853	ENSG00000060762	RIMS4	Vwf	Ahnak	Tnmd	ENSG00000274292	CYP11A1	ENSG00000129167	SNX24	ENSMUSG00000032397	STEAP4
1854	ENSG00000231324	RN7SKP90	Zfp772	Zfp316	Wfdc9	ENSG00000161999	FGF1	ENSG00000159409	STT3B	ENSMUSG00000022403	FXR1
1855	ENSG00000228172	RP11-110I1.12	Maf	Pcdhgc4	1700006E09Rik	ENSG00000233223	MUSK	ENSG00000123901	STXBP5-AS1	ENSMUSG00000036885	ZNF204P
1856	ENSG00000163508	RP11-156P1.3	Whamm	Tox	Tas2r140	ENSG00000187607	LEP	ENSG00000105974	TFPT	ENSMUSG00000032267	PAIP1
1857	ENSG00000151651	SEMA3B	Mapk8ip1	Itgbl1	4933406F09Rik	ENSG00000125648	PRKY	ENSG00000102109	TTC9C	ENSMUSG00000006288	PNMA2
1858	ENSG00000257259	TTC9	Pard6a	Vcl	Colec11	ENSG00000135069	FANCD2	ENSG00000176720	SLC36A1	ENSMUSG00000019214	C10orf95
1859	ENSG00000138185	THAP6	Timm22	Itsn1	Lyzl4	ENSG00000166145	TFAMP1	ENSG00000134398	CDC42BPA	ENSMUSG00000069041	C1orf204
1860	ENSG00000180998	RNF220	Mapkapk3	Pcdhgb4	Sftpd	ENSG00000182158	TMEM120B	ENSG00000159640	CTCF	ENSMUSG00000029148	GRIN2C
1861	ENSG00000269883	CDK20	Gpr160	Pcdhga10	Upk2	ENSG00000198130	EBF2	ENSG00000119723	KEAP1	ENSMUSG00000027243	HCAR3
1862	ENSG00000156482	COQ2	Pcbd2	4933411K20Rik	Slc26a7	ENSG00000180694	HLTF	ENSG00000142405	NDUFS3	ENSMUSG00000084282	HIST3H2A
1863	ENSG00000188582	MCOLN1	Anxa6	Cpne1	4930578C19Rik	ENSG00000142784	LIFR	ENSG00000188266	IAH1	ENSMUSG00000022723	HSPB7
1864	ENSG00000244541	RFTN1	Dnajc25	Pcdhgb8	G6pc2	ENSG00000189046	SLC33A1	ENSG00000134363	ROR2	ENSMUSG00000021592	IDH1-AS1
1865	ENSG00000134532	ZSCAN9	Mapt	Npff	Fgf21	ENSG00000213066	B3GNT5	ENSG00000126602	CDR1	ENSMUSG00000027660	LINC00261
1866	ENSG00000237187	FIS1	2310014L17Rik	Mdga1	Slc13a1	ENSG00000114650	BNC1	ENSG00000128039	LOC729852	ENSMUSG00000057554	LINC00470
1867	ENSG00000204792	RP1-315G1.3	Eif3j1	Pcdhga7	Sprr4	ENSG00000136122	C9orf96	ENSG00000072315	SGTA	ENSMUSG00000040560	LOC100131047
1868	ENSG00000182791	FBXW8	Medag	Pcdhgc5	Tcl1b1	ENSG00000129250	CASC2	ENSG00000162511	TNS3	ENSMUSG00000044763	LOC643355
1869	ENSG00000021645	PHLDA3	2610318N02Rik	Pcdhga8	Themis3	ENSG00000148848	CLCN4	ENSG00000224474	MCM10	ENSMUSG00000078139	SLC22A20
1870	ENSG00000276571	TMCO3	Ctbp2	Pcdhgb7	Asb15	ENSG00000154451	ELOVL4	ENSG00000105383	TMEM67	ENSMUSG00000021666	SULT1E1
1871	ENSG00000111962	ZNF519	Bicd1	Pcdhgb5	4930453H23Rik	ENSG00000163050	EXTL1	ENSG00000144057	TNKS1BP1	ENSMUSG00000037706	TEN1
1872	ENSG00000278899	PICALM	Hist1h4c	Pcdhga2	4930502A04Rik	ENSG00000173540	FAM218A	ENSG00000015568	COTL1	ENSMUSG00000070814	TRIM72
1873	ENSG00000162148	PODXL	Sipa1l2	Pcdhga11	Nmbr	ENSG00000118513	FBXO4	ENSG00000125965	USP10	ENSMUSG00000029477	ZNF192P1
1874	ENSG00000148604	CCDC108	Fst	Pcdhga9	Tnfsf8	ENSG00000150455	GCSAML-AS1	ENSG00000121858	CMC4	ENSMUSG00000030543	ZNF775
1875	ENSG00000224066	DAPK1	Nmd3	Pcdhga6	Adamts19	ENSG00000127328	GLCE	ENSG00000244067	ZMYND8	ENSMUSG00000078786	CD320
1876	ENSG00000258744	GXYLT2	Akt1	Pcdhga5	9430019J16Rik	ENSG00000108468	GOLGA6D	ENSG00000176956	LOC729609	ENSMUSG00000036553	ALOX5AP
1877	ENSG00000267980	INPP5K	Znfx1	Pcdhgb2	Gm7538	ENSG00000133657	GPR183	ENSG00000213213	JAGN1	ENSMUSG00000033065	EVI2A
1878	ENSG00000079557	JAM2	Nsun2	Pcdhgb1	5930403L14Rik	ENSG00000090470	GPR64	ENSG00000126759	LGALS3BP	ENSMUSG00000034639	GFER
1879	ENSG00000229388	KLK8	Slc38a2	Nfkbiz	Irf4	ENSG00000120875	HOMER2	ENSG00000142347	HAGH	ENSMUSG00000054309	GLCE
1880	ENSG00000125434	MAGEA6	Ypel2	Gm13242	Sqrdl	ENSG00000165501	IQGAP2	ENSG00000048392	ASZ1	ENSMUSG00000021548	GNAQ
1881	ENSG00000269404	RP11-152N13.16	Usp35	Pik3r3	Ptprr	ENSG00000148331	KCNH1	ENSG00000242498	PBRM1	ENSMUSG00000002221	KLHL2
1882	ENSG00000064787	TLL2	Atl2	Slc40a1	Tmem151b	ENSG00000172053	LMBR1	ENSG00000132016	C6orf132	ENSMUSG00000048445	NSFP1
1883	ENSG00000213057	TRMT61B	Gm10767	Pla2r1	1700015E13Rik	ENSG00000124145	MOB1A	ENSG00000196431	CUL1	ENSMUSG00000021254	WDR26
1884	ENSG00000204248	TRPS1	Pif1	Cacna2d1	4930483K19Rik	ENSG00000097046	MPP4	ENSG00000160193	PREB	ENSMUSG00000042414	SLC52A1
1885	ENSG00000228878	IFT52	Adam9	Itprip	4930503E14Rik	ENSG00000121957	NDC80	ENSG00000132635	CSRNP2	ENSMUSG00000083709	PRORSD1P
